STATION,DATE,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00013882,7/7/2004,0,0,0,78,88,67
USW00013882,7/8/2004,0,0,0,77,88,66
USW00013882,7/9/2004,0,0,0,81,91,70
USW00013882,7/10/2004,0,0,0,81,89,72
USW00013882,7/11/2004,0,0,0,81,91,70
USW00013882,7/12/2004,0.35,0,0,81,87,74
USW00013882,7/13/2004,0,0,0,83,93,73
USW00013882,7/14/2004,0.29,0,0,80,91,69
USW00013882,7/15/2004,0,0,0,76,86,66
USW00013882,7/16/2004,0,0,0,74,85,63
USW00013882,7/17/2004,0.89,0,0,76,82,70
USW00013882,7/18/2004,0,0,0,76,84,67
USW00013882,7/19/2004,0,0,0,74,85,63
USW00013882,7/20/2004,0,0,0,76,88,64
USW00013882,7/21/2004,0,0,0,77,89,65
USW00013882,7/22/2004,0,0,0,79,89,69
USW00013882,7/23/2004,0,0,0,81,93,69
USW00013882,7/24/2004,0,0,0,84,94,74
USW00013882,7/25/2004,1.06,0,0,80,89,70
USW00013882,7/26/2004,0.58,0,0,77,84,69
USW00013882,7/27/2004,0,0,0,75,81,69
USW00013882,7/28/2004,0,0,0,75,85,64
USW00013882,7/29/2004,0,0,0,77,89,64
USW00013882,7/30/2004,0,0,0,79,87,70
USW00013882,7/31/2004,2.34,0,0,79,84,72
USW00013882,8/1/2004,0,0,0,82,91,72
USW00013882,8/2/2004,0.01,0,0,82,92,71
USW00013882,8/3/2004,0,0,0,80,91,69
USW00013882,8/4/2004,0,0,0,81,92,69
USW00013882,8/5/2004,0,0,0,79,87,71
USW00013882,8/6/2004,0,0,0,73,80,65
USW00013882,8/7/2004,0,0,0,71,81,60
USW00013882,8/8/2004,0,0,0,72,85,59
USW00013882,8/9/2004,0,0,0,73,83,62
USW00013882,8/10/2004,0,0,0,77,86,67
USW00013882,8/11/2004,0.36,0,0,77,87,67
USW00013882,8/12/2004,0.56,0,0,68,71,64
USW00013882,8/13/2004,0,0,0,66,75,56
USW00013882,8/14/2004,0,0,0,67,79,54
USW00013882,8/15/2004,0,0,0,70,82,57
USW00013882,8/16/2004,0,0,0,72,83,61
USW00013882,8/17/2004,0,0,0,76,86,66
USW00013882,8/18/2004,0,0,0,76,89,63
USW00013882,8/19/2004,0,0,0,79,91,67
USW00013882,8/20/2004,1.03,0,0,78,87,68
USW00013882,8/21/2004,0,0,0,76,82,70
USW00013882,8/22/2004,0,0,0,76,84,68
USW00013882,8/23/2004,0.06,0,0,78,85,70
USW00013882,8/24/2004,0.43,0,0,78,86,70
USW00013882,8/25/2004,0,0,0,76,83,69
USW00013882,8/26/2004,0,0,0,78,86,70
USW00013882,8/27/2004,0,0,0,79,90,68
USW00013882,8/28/2004,0,0,0,80,90,70
USW00013882,8/29/2004,0.29,0,0,79,89,69
USW00013882,8/30/2004,0,0,0,78,86,69
USW00013882,8/31/2004,0,0,0,80,87,72
USW00013882,9/1/2004,0,0,0,75,83,67
USW00013882,9/2/2004,0.06,0,0,77,82,71
USW00013882,9/3/2004,0.13,0,0,73,78,68
USW00013882,9/4/2004,0,0,0,76,83,69
USW00013882,9/5/2004,0,0,0,77,87,67
USW00013882,9/6/2004,0,0,0,79,90,67
USW00013882,9/7/2004,1.33,0,0,75,78,71
USW00013882,9/8/2004,0.14,0,0,73,76,69
USW00013882,9/9/2004,0,0,0,74,81,66
USW00013882,9/10/2004,0,0,0,75,86,64
USW00013882,9/11/2004,0,0,0,76,86,65
USW00013882,9/12/2004,0,0,0,75,84,65
USW00013882,9/13/2004,0,0,0,73,82,64
USW00013882,9/14/2004,0,0,0,72,83,61
USW00013882,9/15/2004,0,0,0,73,83,63
USW00013882,9/16/2004,5.24,0,0,72,74,70
USW00013882,9/17/2004,1.38,0,0,72,78,65
USW00013882,9/18/2004,0,0,0,69,80,58
USW00013882,9/19/2004,0,0,0,68,78,58
USW00013882,9/20/2004,0,0,0,65,78,52
USW00013882,9/21/2004,0,0,0,64,77,51
USW00013882,9/22/2004,0,0,0,68,82,53
USW00013882,9/23/2004,0,0,0,72,86,57
USW00013882,9/24/2004,0,0,0,74,86,61
USW00013882,9/25/2004,0,0,0,75,85,64
USW00013882,9/26/2004,0,0,0,73,83,63
USW00013882,9/27/2004,0,0,0,72,78,65
USW00013882,9/28/2004,0,0,0,72,80,63
USW00013882,9/29/2004,0,0,0,68,79,57
USW00013882,9/30/2004,0,0,0,64,75,52
USW00013882,10/1/2004,0,0,0,67,81,53
USW00013882,10/2/2004,0.01,0,0,70,83,57
USW00013882,10/3/2004,0,0,0,67,79,54
USW00013882,10/4/2004,0,0,0,66,81,50
USW00013882,10/5/2004,0,0,0,66,80,51
USW00013882,10/6/2004,0,0,0,65,80,49
USW00013882,10/7/2004,0,0,0,67,77,57
USW00013882,10/8/2004,0,0,0,63,73,52
USW00013882,10/9/2004,0.23,0,0,63,66,60
USW00013882,10/10/2004,0,0,0,68,74,62
USW00013882,10/11/2004,0,0,0,72,80,63
USW00013882,10/12/2004,0.99,0,0,70,76,64
USW00013882,10/13/2004,0.01,0,0,62,66,58
USW00013882,10/14/2004,0.13,0,0,60,67,52
USW00013882,10/15/2004,0,0,0,53,61,45
USW00013882,10/16/2004,0,0,0,56,66,46
USW00013882,10/17/2004,0.13,0,0,55,66,44
USW00013882,10/18/2004,0.07,0,0,65,75,54
USW00013882,10/19/2004,2.17,0,0,66,70,62
USW00013882,10/20/2004,0,0,0,67,73,61
USW00013882,10/21/2004,0,0,0,70,78,61
USW00013882,10/22/2004,0,0,0,67,75,59
USW00013882,10/23/2004,0.05,0,0,64,69,58
USW00013882,10/24/2004,0.03,0,0,69,78,59
USW00013882,10/25/2004,0,0,0,68,80,56
USW00013882,10/26/2004,0,0,0,66,78,53
USW00013882,10/27/2004,0,0,0,72,81,63
USW00013882,10/28/2004,0.07,0,0,71,78,63
USW00013882,10/29/2004,0.01,0,0,74,82,66
USW00013882,10/30/2004,0.1,0,0,69,77,61
USW00013882,10/31/2004,0.62,0,0,73,80,65
USW00013882,11/1/2004,0,0,0,70,80,60
USW00013882,11/2/2004,0.12,0,0,68,73,62
USW00013882,11/3/2004,1.03,0,0,67,69,64
USW00013882,11/4/2004,0.47,0,0,62,70,54
USW00013882,11/5/2004,0,0,0,53,64,42
USW00013882,11/6/2004,0,0,0,53,69,36
USW00013882,11/7/2004,0,0,0,59,76,42
USW00013882,11/8/2004,0,0,0,56,65,47
USW00013882,11/9/2004,0,0,0,52,64,40
USW00013882,11/10/2004,0,0,0,50,63,37
USW00013882,11/11/2004,0.36,0,0,52,56,47
USW00013882,11/12/2004,0.63,0,0,57,62,51
USW00013882,11/13/2004,0,0,0,54,61,47
USW00013882,11/14/2004,0,0,0,50,62,37
USW00013882,11/15/2004,0,0,0,47,62,31
USW00013882,11/16/2004,0,0,0,50,64,35
USW00013882,11/17/2004,0,0,0,55,66,43
USW00013882,11/18/2004,0.01,0,0,55,65,45
USW00013882,11/19/2004,0.16,0,0,53,59,46
USW00013882,11/20/2004,0.02,0,0,60,65,54
USW00013882,11/21/2004,0.04,0,0,55,58,51
USW00013882,11/22/2004,0.2,0,0,55,58,52
USW00013882,11/23/2004,1.06,0,0,60,63,57
USW00013882,11/24/2004,2.39,0,0,60,64,55
USW00013882,11/25/2004,0,0,0,45,55,34
USW00013882,11/26/2004,0,0,0,43,55,31
USW00013882,11/27/2004,0.29,0,0,42,50,34
USW00013882,11/28/2004,0,0,0,49,55,43
USW00013882,11/29/2004,0,0,0,52,62,42
USW00013882,11/30/2004,0.83,0,0,55,60,49
USW00013882,12/1/2004,0.01,0,0,47,59,34
USW00013882,12/2/2004,0,0,0,43,56,29
USW00013882,12/3/2004,0,0,0,43,56,30
USW00013882,12/4/2004,0,0,0,45,58,31
USW00013882,12/5/2004,0.34,0,0,42,53,31
USW00013882,12/6/2004,3.69,0,0,52,54,49
USW00013882,12/7/2004,0.36,0,0,60,72,48
USW00013882,12/8/2004,0,0,0,52,63,41
USW00013882,12/9/2004,1.3,0,0,50,53,46
USW00013882,12/10/2004,0.04,0,0,53,60,45
USW00013882,12/11/2004,0.03,0,0,43,45,41
USW00013882,12/12/2004,0,0,0,46,54,38
USW00013882,12/13/2004,0,0,0,43,51,34
USW00013882,12/14/2004,0,0,0,32,36,27
USW00013882,12/15/2004,0,0,0,33,43,23
USW00013882,12/16/2004,0,0,0,37,51,22
USW00013882,12/17/2004,0,0,0,43,55,31
USW00013882,12/18/2004,0,0,0,40,54,26
USW00013882,12/19/2004,0,0,0,31,43,19
USW00013882,12/20/2004,0,0,0,25,34,16
USW00013882,12/21/2004,0,0,0,41,59,23
USW00013882,12/22/2004,0.48,0,0,45,56,34
USW00013882,12/23/2004,0.35,0,0,42,57,26
USW00013882,12/24/2004,0,0,0,28,32,24
USW00013882,12/25/2004,0,0,0,29,37,20
USW00013882,12/26/2004,0,0,0,36,48,23
USW00013882,12/27/2004,0,0,0,36,45,26
USW00013882,12/28/2004,0,0,0,38,52,23
USW00013882,12/29/2004,0,0,0,43,59,27
USW00013882,12/30/2004,0,0,0,50,63,37
USW00013882,12/31/2004,0,0,0,54,66,42
USW00013882,1/1/2005,0,0,0,53,67,39
USW00013882,1/2/2005,0.05,0,0,57,67,46
USW00013882,1/3/2005,0,0,0,56,67,44
USW00013882,1/4/2005,0,0,0,60,71,49
USW00013882,1/5/2005,0,0,0,60,70,49
USW00013882,1/6/2005,0.14,0,0,56,64,47
USW00013882,1/7/2005,0.73,0,0,47,50,44
USW00013882,1/8/2005,0.28,0,0,52,65,39
USW00013882,1/9/2005,0,0,0,48,63,33
USW00013882,1/10/2005,0,0,0,54,64,43
USW00013882,1/11/2005,0,0,0,58,69,47
USW00013882,1/12/2005,0,0,0,65,69,61
USW00013882,1/13/2005,0.87,0,0,60,68,52
USW00013882,1/14/2005,0,0,0,44,53,35
USW00013882,1/15/2005,0,0,0,43,53,33
USW00013882,1/16/2005,0,0,0,37,48,25
USW00013882,1/17/2005,0,0,0,27,34,20
USW00013882,1/18/2005,0,0,0,27,35,18
USW00013882,1/19/2005,0,0,0,35,48,21
USW00013882,1/20/2005,0,0,0,41,57,24
USW00013882,1/21/2005,0,0,0,50,62,38
USW00013882,1/22/2005,0,0,0,35,49,21
USW00013882,1/23/2005,0,0,0,25,31,19
USW00013882,1/24/2005,0,0,0,33,49,16
USW00013882,1/25/2005,0,0,0,43,60,26
USW00013882,1/26/2005,0,0,0,55,68,41
USW00013882,1/27/2005,0,0,0,43,47,38
USW00013882,1/28/2005,0.12,0,0,37,42,32
USW00013882,1/29/2005,0.61,0,0,33,35,31
USW00013882,1/30/2005,0,0,0,39,44,34
USW00013882,1/31/2005,0,0,0,44,49,39
USW00013882,2/1/2005,0,0,0,48,53,42
USW00013882,2/2/2005,0.64,0,0,41,45,37
USW00013882,2/3/2005,0.04,0,0,42,47,37
USW00013882,2/4/2005,0,0,0,44,55,33
USW00013882,2/5/2005,0,0,0,44,58,30
USW00013882,2/6/2005,0,0,0,47,63,31
USW00013882,2/7/2005,0.07,0,0,48,62,34
USW00013882,2/8/2005,0.01,0,0,53,56,49
USW00013882,2/9/2005,0.01,0,0,54,60,48
USW00013882,2/10/2005,0,0,0,39,48,29
USW00013882,2/11/2005,0,0,0,38,52,23
USW00013882,2/12/2005,0,0,0,44,62,26
USW00013882,2/13/2005,0.24,0,0,47,52,42
USW00013882,2/14/2005,0.73,0,0,55,62,47
USW00013882,2/15/2005,0,0,0,56,63,49
USW00013882,2/16/2005,0.06,0,0,55,63,46
USW00013882,2/17/2005,0,0,0,44,51,36
USW00013882,2/18/2005,0,0,0,42,55,28
USW00013882,2/19/2005,0,0,0,42,54,29
USW00013882,2/20/2005,0.97,0,0,44,47,41
USW00013882,2/21/2005,2.1,0,0,54,61,47
USW00013882,2/22/2005,0,0,0,56,70,41
USW00013882,2/23/2005,0.06,0,0,50,61,39
USW00013882,2/24/2005,0.03,0,0,52,63,41
USW00013882,2/25/2005,0,0,0,46,55,37
USW00013882,2/26/2005,0,0,0,47,61,32
USW00013882,2/27/2005,0.27,0,0,45,52,37
USW00013882,2/28/2005,0.23,0,0,42,49,34
USW00013882,3/1/2005,0,0,0,33,37,29
USW00013882,3/2/2005,0,0,0,36,49,23
USW00013882,3/3/2005,0,0,0,41,55,27
USW00013882,3/4/2005,0,0,0,45,61,28
USW00013882,3/5/2005,0,0,0,52,63,41
USW00013882,3/6/2005,0,0,0,48,63,32
USW00013882,3/7/2005,0.97,0,0,48,62,34
USW00013882,3/8/2005,0.31,0,0,44,55,33
USW00013882,3/9/2005,0,0,0,37,46,28
USW00013882,3/10/2005,0,0,0,44,53,34
USW00013882,3/11/2005,0,0,0,47,54,39
USW00013882,3/12/2005,0,0,0,56,74,37
USW00013882,3/13/2005,0.08,0,0,61,75,47
USW00013882,3/14/2005,0,0,0,52,61,43
USW00013882,3/15/2005,0.01,0,0,47,54,39
USW00013882,3/16/2005,0.14,0,0,41,42,40
USW00013882,3/17/2005,0.15,0,0,39,42,36
USW00013882,3/18/2005,0,0,0,45,57,33
USW00013882,3/19/2005,0,0,0,47,58,35
USW00013882,3/20/2005,0,0,0,52,67,37
USW00013882,3/21/2005,0,0,0,57,67,47
USW00013882,3/22/2005,0.39,0,0,55,63,47
USW00013882,3/23/2005,0.3,0,0,56,63,49
USW00013882,3/24/2005,0,0,0,57,65,48
USW00013882,3/25/2005,0,0,0,63,79,47
USW00013882,3/26/2005,0,0,0,66,81,50
USW00013882,3/27/2005,0.93,0,0,65,72,57
USW00013882,3/28/2005,0.02,0,0,52,57,46
USW00013882,3/29/2005,0,0,0,56,74,38
USW00013882,3/30/2005,0,0,0,63,80,45
USW00013882,3/31/2005,0.97,0,0,65,73,57
USW00013882,4/1/2005,0.77,0,0,61,72,49
USW00013882,4/2/2005,0,0,0,48,51,44
USW00013882,4/3/2005,0,0,0,54,69,38
USW00013882,4/4/2005,0,0,0,60,79,41
USW00013882,4/5/2005,0,0,0,66,81,50
USW00013882,4/6/2005,0.45,0,0,62,77,47
USW00013882,4/7/2005,0.48,0,0,62,69,55
USW00013882,4/8/2005,0,0,0,64,73,54
USW00013882,4/9/2005,0,0,0,66,80,51
USW00013882,4/10/2005,0,0,0,67,81,53
USW00013882,4/11/2005,0,0,0,67,77,57
USW00013882,4/12/2005,0.19,0,0,66,73,59
USW00013882,4/13/2005,0,0,0,58,67,48
USW00013882,4/14/2005,0.01,0,0,60,70,49
USW00013882,4/15/2005,0,0,0,60,76,43
USW00013882,4/16/2005,0,0,0,62,75,48
USW00013882,4/17/2005,0,0,0,60,76,43
USW00013882,4/18/2005,0,0,0,64,81,47
USW00013882,4/19/2005,0,0,0,65,80,50
USW00013882,4/20/2005,0,0,0,65,81,48
USW00013882,4/21/2005,0,0,0,63,74,51
USW00013882,4/22/2005,0.15,0,0,66,75,57
USW00013882,4/23/2005,0.04,0,0,51,62,39
USW00013882,4/24/2005,0,0,0,46,56,36
USW00013882,4/25/2005,0,0,0,50,67,33
USW00013882,4/26/2005,0.32,0,0,53,61,45
USW00013882,4/27/2005,0,0,0,52,63,41
USW00013882,4/28/2005,0.07,0,0,51,63,38
USW00013882,4/29/2005,0,0,0,63,75,50
USW00013882,4/30/2005,1.08,0,0,59,67,51
USW00013882,5/1/2005,0,0,0,56,67,44
USW00013882,5/2/2005,0,0,0,55,68,41
USW00013882,5/3/2005,0,0,0,55,67,43
USW00013882,5/4/2005,0,0,0,54,66,41
USW00013882,5/5/2005,0.28,0,0,51,56,45
USW00013882,5/6/2005,0,0,0,61,72,50
USW00013882,5/7/2005,0,0,0,63,79,47
USW00013882,5/8/2005,0,0,0,67,84,50
USW00013882,5/9/2005,0,0,0,68,82,54
USW00013882,5/10/2005,0.85,0,0,69,79,58
USW00013882,5/11/2005,0,0,0,71,84,57
USW00013882,5/12/2005,0,0,0,74,89,58
USW00013882,5/13/2005,0,0,0,74,86,61
USW00013882,5/14/2005,0.1,0,0,73,83,63
USW00013882,5/15/2005,0.15,0,0,68,77,58
USW00013882,5/16/2005,0,0,0,61,72,49
USW00013882,5/17/2005,0,0,0,65,80,50
USW00013882,5/18/2005,0,0,0,68,83,52
USW00013882,5/19/2005,0,0,0,72,85,58
USW00013882,5/20/2005,0.53,0,0,69,76,62
USW00013882,5/21/2005,0,0,0,69,79,58
USW00013882,5/22/2005,0,0,0,71,80,61
USW00013882,5/23/2005,0,0,0,73,82,63
USW00013882,5/24/2005,0,0,0,66,77,55
USW00013882,5/25/2005,0,0,0,62,74,50
USW00013882,5/26/2005,0,0,0,66,81,50
USW00013882,5/27/2005,0,0,0,70,83,56
USW00013882,5/28/2005,0,0,0,70,82,58
USW00013882,5/29/2005,0,0,0,63,70,55
USW00013882,5/30/2005,0.08,0,0,66,71,60
USW00013882,5/31/2005,0,0,0,69,79,59
USW00013882,6/1/2005,1.37,0,0,67,70,63
USW00013882,6/2/2005,0.2,0,0,69,77,61
USW00013882,6/3/2005,0,0,0,72,79,65
USW00013882,6/4/2005,0,0,0,75,86,63
USW00013882,6/5/2005,0,0,0,78,90,66
USW00013882,6/6/2005,1.67,0,0,78,88,68
USW00013882,6/7/2005,0,0,0,76,84,67
USW00013882,6/8/2005,0.02,0,0,76,85,66
USW00013882,6/9/2005,0,0,0,77,86,68
USW00013882,6/10/2005,0.11,0,0,77,86,68
USW00013882,6/11/2005,0.36,0,0,76,80,71
USW00013882,6/12/2005,0.27,0,0,79,87,71
USW00013882,6/13/2005,0,0,0,80,90,70
USW00013882,6/14/2005,0,0,0,81,91,70
USW00013882,6/15/2005,0,0,0,80,89,71
USW00013882,6/16/2005,0,0,0,75,86,64
USW00013882,6/17/2005,0,0,0,74,82,65
USW00013882,6/18/2005,0,0,0,72,84,59
USW00013882,6/19/2005,0,0,0,73,85,61
USW00013882,6/20/2005,0.86,0,0,73,82,64
USW00013882,6/21/2005,0,0,0,73,83,62
USW00013882,6/22/2005,0,0,0,76,87,65
USW00013882,6/23/2005,0,0,0,79,91,67
USW00013882,6/24/2005,0,0,0,79,90,68
USW00013882,6/25/2005,0,0,0,79,89,69
USW00013882,6/26/2005,0.14,0,0,77,83,70
USW00013882,6/27/2005,0.03,0,0,80,89,71
USW00013882,6/28/2005,2.02,0,0,79,87,70
USW00013882,6/29/2005,0,0,0,81,90,71
USW00013882,6/30/2005,0,0,0,83,93,73
USW00013882,7/1/2005,0.08,0,0,82,91,73
USW00013882,7/2/2005,0,0,0,81,89,73
USW00013882,7/3/2005,0.82,0,0,79,85,72
USW00013882,7/4/2005,0.09,0,0,80,89,71
USW00013882,7/5/2005,0,0,0,78,87,69
USW00013882,7/6/2005,0.22,0,0,75,82,68
USW00013882,7/7/2005,1.37,0,0,75,83,66
USW00013882,7/8/2005,0,0,0,77,87,67
USW00013882,7/9/2005,0,0,0,79,90,68
USW00013882,7/10/2005,0.18,0,0,78,85,71
USW00013882,7/11/2005,1.65,0,0,77,85,69
USW00013882,7/12/2005,0.39,0,0,79,87,71
USW00013882,7/13/2005,0.24,0,0,78,84,71
USW00013882,7/14/2005,0.01,0,0,79,86,72
USW00013882,7/15/2005,0,0,0,79,85,72
USW00013882,7/16/2005,0.21,0,0,80,86,73
USW00013882,7/17/2005,0,0,0,81,88,73
USW00013882,7/18/2005,0.01,0,0,82,91,72
USW00013882,7/19/2005,0.01,0,0,82,91,72
USW00013882,7/20/2005,0,0,0,81,91,71
USW00013882,7/21/2005,0,0,0,83,92,73
USW00013882,7/22/2005,0.04,0,0,81,87,75
USW00013882,7/23/2005,0,0,0,82,92,72
USW00013882,7/24/2005,0,0,0,83,94,71
USW00013882,7/25/2005,0,0,0,85,96,74
USW00013882,7/26/2005,0,0,0,86,97,75
USW00013882,7/27/2005,0.02,0,0,85,95,74
USW00013882,7/28/2005,0.07,0,0,82,90,73
USW00013882,7/29/2005,0.19,0,0,78,84,72
USW00013882,7/30/2005,0.45,0,0,79,86,71
USW00013882,7/31/2005,0,0,0,81,90,72
USW00013882,8/1/2005,0.45,0,0,,88,68
USW00013882,8/2/2005,0,0,0,,89,68
USW00013882,8/3/2005,0,0,0,,92,69
USW00013882,8/4/2005,0,0,0,,93,70
USW00013882,8/5/2005,0,0,0,,92,72
USW00013882,8/6/2005,0,0,0,,89,72
USW00013882,8/7/2005,0.76,0,0,,79,70
USW00013882,8/8/2005,0.36,0,0,,82,70
USW00013882,8/9/2005,0.02,0,0,,89,70
USW00013882,8/10/2005,0,0,0,,91,72
USW00013882,8/11/2005,0,0,0,,93,71
USW00013882,8/12/2005,0,0,0,,92,72
USW00013882,8/13/2005,0.67,0,0,,89,71
USW00013882,8/14/2005,0,0,0,,92,70
USW00013882,8/15/2005,1.36,0,0,,96,73
USW00013882,8/16/2005,0.15,0,0,,94,71
USW00013882,8/17/2005,0.63,0,0,,91,72
USW00013882,8/18/2005,0,0,0,,92,72
USW00013882,8/19/2005,0,0,0,,94,72
USW00013882,8/20/2005,0,0,0,,96,75
USW00013882,8/21/2005,0.18,0,0,,94,76
USW00013882,8/22/2005,0,0,0,,91,74
USW00013882,8/23/2005,0,0,0,,89,74
USW00013882,8/24/2005,0,0,0,,90,72
USW00013882,8/25/2005,0,0,0,,86,75
USW00013882,8/26/2005,0,0,0,,87,69
USW00013882,8/27/2005,0,0,0,,88,71
USW00013882,8/28/2005,0,0,0,,90,71
USW00013882,8/29/2005,0.3,0,0,,85,74
USW00013882,8/30/2005,0.12,0,0,,81,73
USW00013882,8/31/2005,0,0,0,,87,66
USW00013882,9/1/2005,0,0,0,,89,63
USW00013882,9/2/2005,0,0,0,,91,65
USW00013882,9/3/2005,0,0,0,,88,62
USW00013882,9/4/2005,0,0,0,,87,64
USW00013882,9/5/2005,0,0,0,,87,64
USW00013882,9/6/2005,0,0,0,,85,63
USW00013882,9/7/2005,0,0,0,,88,63
USW00013882,9/8/2005,0,0,0,,87,61
USW00013882,9/9/2005,0,0,0,,89,61
USW00013882,9/10/2005,0,0,0,,90,62
USW00013882,9/11/2005,0,0,0,,91,62
USW00013882,9/12/2005,0,0,0,,91,63
USW00013882,9/13/2005,0,0,0,,91,64
USW00013882,9/14/2005,0,0,0,,90,61
USW00013882,9/15/2005,0.03,0,0,,92,68
USW00013882,9/16/2005,0.98,0,0,,82,68
USW00013882,9/17/2005,0,0,0,,87,65
USW00013882,9/18/2005,0,0,0,,86,60
USW00013882,9/19/2005,0,0,0,,91,61
USW00013882,9/20/2005,0,0,0,,92,63
USW00013882,9/21/2005,0,0,0,,91,68
USW00013882,9/22/2005,0,0,0,,90,68
USW00013882,9/23/2005,0,0,0,,89,67
USW00013882,9/24/2005,0,0,0,,90,68
USW00013882,9/25/2005,0.06,0,0,,85,71
USW00013882,9/26/2005,0.83,0,0,,77,70
USW00013882,9/27/2005,0,0,0,,84,64
USW00013882,9/28/2005,0.01,0,0,,83,64
USW00013882,9/29/2005,0.01,0,0,,74,57
USW00013882,9/30/2005,0,0,0,,80,51
USW00013882,10/1/2005,0,0,0,,82,63
USW00013882,10/2/2005,0,0,0,,87,64
USW00013882,10/3/2005,0,0,0,,85,65
USW00013882,10/4/2005,0,0,0,,85,60
USW00013882,10/5/2005,0,0,0,,86,60
USW00013882,10/6/2005,0.38,0,0,,71,67
USW00013882,10/7/2005,0.35,0,0,,70,59
USW00013882,10/8/2005,0,0,0,,69,59
USW00013882,10/9/2005,0,0,0,,64,59
USW00013882,10/10/2005,0.02,0,0,,77,62
USW00013882,10/11/2005,0,0,0,,81,63
USW00013882,10/12/2005,0,0,0,,82,61
USW00013882,10/13/2005,0,0,0,,81,58
USW00013882,10/14/2005,0,0,0,,79,55
USW00013882,10/15/2005,0,0,0,,82,53
USW00013882,10/16/2005,0,0,0,,75,48
USW00013882,10/17/2005,0,0,0,,76,44
USW00013882,10/18/2005,0,0,0,,82,47
USW00013882,10/19/2005,0,0,0,,86,55
USW00013882,10/20/2005,0,0,0,,83,58
USW00013882,10/21/2005,0,0,0,,82,55
USW00013882,10/22/2005,0,0,0,,64,47
USW00013882,10/23/2005,0,0,0,,71,40
USW00013882,10/24/2005,0,0,0,,53,39
USW00013882,10/25/2005,0,0,0,,55,44
USW00013882,10/26/2005,0,0,0,,62,36
USW00013882,10/27/2005,0,0,0,,62,34
USW00013882,10/28/2005,0,0,0,,63,34
USW00013882,10/29/2005,0,0,0,,64,34
USW00013882,10/30/2005,0,0,0,,69,31
USW00013882,10/31/2005,0,0,0,,72,36
USW00013882,11/1/2005,0.01,0,0,,69,42
USW00013882,11/2/2005,0,0,0,,69,41
USW00013882,11/3/2005,0,0,0,,73,36
USW00013882,11/4/2005,0,0,0,,74,43
USW00013882,11/5/2005,0,0,0,,76,58
USW00013882,11/6/2005,0,0,0,,80,55
USW00013882,11/7/2005,0,0,0,,80,45
USW00013882,11/8/2005,0,0,0,,84,49
USW00013882,11/9/2005,0,0,0,,81,54
USW00013882,11/10/2005,0.15,0,0,,64,39
USW00013882,11/11/2005,0,0,0,,65,32
USW00013882,11/12/2005,0,0,0,,69,34
USW00013882,11/13/2005,0,0,0,,70,46
USW00013882,11/14/2005,0.27,0,0,,64,57
USW00013882,11/15/2005,0.01,0,0,,76,56
USW00013882,11/16/2005,0.79,0,0,,70,39
USW00013882,11/17/2005,0,0,0,,46,30
USW00013882,11/18/2005,0,0,0,,52,26
USW00013882,11/19/2005,0,0,0,,55,25
USW00013882,11/20/2005,0,0,0,,55,34
USW00013882,11/21/2005,1.66,0,0,,51,40
USW00013882,11/22/2005,0,0,0,,48,36
USW00013882,11/23/2005,0,0,0,,58,29
USW00013882,11/24/2005,0,0,0,,63,36
USW00013882,11/25/2005,0,0,0,,46,30
USW00013882,11/26/2005,0,0,0,,61,28
USW00013882,11/27/2005,0,0,0,,59,49
USW00013882,11/28/2005,0.68,0,0,,67,50
USW00013882,11/29/2005,0,0,0,,56,38
USW00013882,11/30/2005,0,0,0,,50,30
USW00013882,12/1/2005,0,0,0,,53,29
USW00013882,12/2/2005,0,0,0,,47,27
USW00013882,12/3/2005,0.31,0,0,,46,28
USW00013882,12/4/2005,0.73,0,0,,61,42
USW00013882,12/5/2005,0.12,0,0,,42,28
USW00013882,12/6/2005,0,0,0,,46,23
USW00013882,12/7/2005,0,0,0,,47,23
USW00013882,12/8/2005,0.51,0,0,,47,36
USW00013882,12/9/2005,0,0,0,,44,26
USW00013882,12/10/2005,0,0,0,,50,21
USW00013882,12/11/2005,0,0,0,,47,29
USW00013882,12/12/2005,0,0,0,,51,32
USW00013882,12/13/2005,0,0,0,,45,29
USW00013882,12/14/2005,0.2,0,0,,42,30
USW00013882,12/15/2005,1.22,0,0,,44,30
USW00013882,12/16/2005,0,0,0,,43,26
USW00013882,12/17/2005,0,0,0,,45,35
USW00013882,12/18/2005,0,0,0,,54,29
USW00013882,12/19/2005,0,0,0,,44,28
USW00013882,12/20/2005,0,0,0,,42,24
USW00013882,12/21/2005,0,0,0,,43,22
USW00013882,12/22/2005,0,0,0,,48,20
USW00013882,12/23/2005,0,0,0,,51,20
USW00013882,12/24/2005,0.46,0,0,,50,24
USW00013882,12/25/2005,0.16,0,0,,49,40
USW00013882,12/26/2005,0,0,0,,43,35
USW00013882,12/27/2005,0,0,0,,58,28
USW00013882,12/28/2005,0.11,0,0,,65,39
USW00013882,12/29/2005,0,0,0,,50,40
USW00013882,12/30/2005,0.03,0,0,,54,38
USW00013882,12/31/2005,0,0,0,,53,34
USW00013882,1/1/2006,0,0,0,,59,29
USW00013882,1/2/2006,0.4,0,0,,67,55
USW00013882,1/3/2006,0,0,0,,57,46
USW00013882,1/4/2006,0,0,0,,63,34
USW00013882,1/5/2006,0,0,0,,50,39
USW00013882,1/6/2006,0,0,0,,39,33
USW00013882,1/7/2006,0,0,0,,50,27
USW00013882,1/8/2006,0,0,0,,64,28
